id_dat,value,crep_id,create_date
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:57
2,427,9,2023-11-02 20:35:57
3,422,9,2023-11-02 20:35:57
4,414,9,2023-11-02 20:35:57
5,253,9,2023-11-02 20:35:57
6,420,9,2023-11-02 20:35:57
7,362,9,2023-11-02 20:35:57
8,343,9,2023-11-02 20:35:57
9,284,9,2023-11-02 20:35:57
10,331,9,2023-11-02 20:35:57
11,307,9,2023-11-02 20:35:57
12,305,9,2023-11-02 20:35:57
13,422,9,2023-11-02 20:35:57
14,298,9,2023-11-02 20:35:57
15,421,9,2023-11-02 20:35:57
1,342,9,2023-11-02 20:35:58
2,427,9,2023-11-02 20:35:58
3,422,9,2023-11-02 20:35:58
4,414,9,2023-11-02 20:35:58
5,253,9,2023-11-02 20:35:58
6,420,9,2023-11-02 20:35:58
7,362,9,2023-11-02 20:35:58
8,343,9,2023-11-02 20:35:58
9,284,9,2023-11-02 20:35:58
10,331,9,2023-11-02 20:35:58
11,307,9,2023-11-02 20:35:58
12,305,9,2023-11-02 20:35:58
13,422,9,2023-11-02 20:35:58
14,298,9,2023-11-02 20:35:58
15,421,9,2023-11-02 20:35:58
1,342,9,2023-11-02 20:35:58
2,427,9,2023-11-02 20:35:58
3,422,9,2023-11-02 20:35:58
4,414,9,2023-11-02 20:35:58
5,253,9,2023-11-02 20:35:58
6,420,9,2023-11-02 20:35:58
7,362,9,2023-11-02 20:35:58
8,343,9,2023-11-02 20:35:58
9,284,9,2023-11-02 20:35:58
10,331,9,2023-11-02 20:35:58
11,307,9,2023-11-02 20:35:58
12,305,9,2023-11-02 20:35:58
13,422,9,2023-11-02 20:35:58
14,298,9,2023-11-02 20:35:58
15,421,9,2023-11-02 20:35:58
1,287,9,2023-11-02 20:35:58
2,446,9,2023-11-02 20:35:58
3,402,9,2023-11-02 20:35:58
4,264,9,2023-11-02 20:35:58
5,396,9,2023-11-02 20:35:58
