id_dat,value,crep_id,create_date
1,230,35,2023-08-25 16:21:20
2,976,35,2023-08-25 16:21:20
3,279,35,2023-08-25 16:21:20
4,204,35,2023-08-25 16:21:20
5,151,35,2023-08-25 16:21:20
6,17,35,2023-08-25 16:21:20
7,255,35,2023-08-25 16:21:20
8,558,35,2023-08-25 16:21:20
9,637,35,2023-08-25 16:21:20
10,443,35,2023-08-25 16:21:20
11,339,35,2023-08-25 16:21:20
12,78,35,2023-08-25 16:21:20
13,322,35,2023-08-25 16:21:20
14,713,35,2023-08-25 16:21:20
15,90,35,2023-08-25 16:21:20
1,230,35,2023-08-25 16:21:20
2,976,35,2023-08-25 16:21:20
3,279,35,2023-08-25 16:21:20
4,204,35,2023-08-25 16:21:20
5,151,35,2023-08-25 16:21:20
6,17,35,2023-08-25 16:21:20
7,255,35,2023-08-25 16:21:20
8,558,35,2023-08-25 16:21:20
9,637,35,2023-08-25 16:21:20
10,443,35,2023-08-25 16:21:20
11,339,35,2023-08-25 16:21:20
12,78,35,2023-08-25 16:21:20
13,322,35,2023-08-25 16:21:20
14,713,35,2023-08-25 16:21:20
15,90,35,2023-08-25 16:21:20
1,83,35,2023-08-25 16:21:20
2,885,35,2023-08-25 16:21:20
3,588,35,2023-08-25 16:21:20
4,547,35,2023-08-25 16:21:20
5,407,35,2023-08-25 16:21:20
6,3,35,2023-08-25 16:21:20
7,26,35,2023-08-25 16:21:20
8,404,35,2023-08-25 16:21:20
9,174,35,2023-08-25 16:21:20
10,642,35,2023-08-25 16:21:20
11,196,35,2023-08-25 16:21:20
12,493,35,2023-08-25 16:21:20
13,161,35,2023-08-25 16:21:20
14,759,35,2023-08-25 16:21:20
15,547,35,2023-08-25 16:21:20
1,83,35,2023-08-25 16:21:20
2,885,35,2023-08-25 16:21:20
3,588,35,2023-08-25 16:21:20
4,547,35,2023-08-25 16:21:20
5,407,35,2023-08-25 16:21:20
6,3,35,2023-08-25 16:21:20
7,26,35,2023-08-25 16:21:20
8,404,35,2023-08-25 16:21:20
9,174,35,2023-08-25 16:21:20
10,642,35,2023-08-25 16:21:20
11,196,35,2023-08-25 16:21:20
12,493,35,2023-08-25 16:21:20
13,161,35,2023-08-25 16:21:20
14,759,35,2023-08-25 16:21:20
15,547,35,2023-08-25 16:21:20
1,347,35,2023-08-25 16:21:21
2,486,35,2023-08-25 16:21:21
3,747,35,2023-08-25 16:21:21
4,614,35,2023-08-25 16:21:21
5,745,35,2023-08-25 16:21:21
6,855,35,2023-08-25 16:21:21
7,985,35,2023-08-25 16:21:21
8,499,35,2023-08-25 16:21:21
9,309,35,2023-08-25 16:21:21
10,257,35,2023-08-25 16:21:21
11,814,35,2023-08-25 16:21:21
12,556,35,2023-08-25 16:21:21
13,537,35,2023-08-25 16:21:21
14,985,35,2023-08-25 16:21:21
15,535,35,2023-08-25 16:21:21
1,347,35,2023-08-25 16:21:21
2,486,35,2023-08-25 16:21:21
3,747,35,2023-08-25 16:21:21
4,614,35,2023-08-25 16:21:21
5,745,35,2023-08-25 16:21:21
6,855,35,2023-08-25 16:21:21
7,985,35,2023-08-25 16:21:21
8,499,35,2023-08-25 16:21:21
9,309,35,2023-08-25 16:21:21
10,257,35,2023-08-25 16:21:21
11,814,35,2023-08-25 16:21:21
12,556,35,2023-08-25 16:21:21
