id_dat,value,crep_id,create_date
1,49,1,2023-07-05 13:49:29.851925
2,455,1,2023-07-05 13:49:29.851925
3,6,1,2023-07-05 13:49:29.851925
4,18,1,2023-07-05 13:49:29.851925
5,156,1,2023-07-05 13:49:29.851925
6,61,1,2023-07-05 13:49:29.851925
7,214,1,2023-07-05 13:49:29.851925
8,44,1,2023-07-05 13:49:29.851925
9,139,1,2023-07-05 13:49:29.851925
10,404,1,2023-07-05 13:49:29.851925
11,321,1,2023-07-05 13:49:29.851925
12,391,1,2023-07-05 13:49:29.851925
13,191,1,2023-07-05 13:49:29.851925
14,215,1,2023-07-05 13:49:29.851925
15,73,1,2023-07-05 13:49:29.851925
1,267,2,2023-07-05 13:49:29.852924
2,446,2,2023-07-05 13:49:29.852924
3,107,2,2023-07-05 13:49:29.852924
4,357,2,2023-07-05 13:49:29.852924
5,9,2,2023-07-05 13:49:29.852924
6,476,2,2023-07-05 13:49:29.852924
7,87,2,2023-07-05 13:49:29.852924
8,394,2,2023-07-05 13:49:29.852924
9,167,2,2023-07-05 13:49:29.852924
10,87,2,2023-07-05 13:49:29.852924
11,479,2,2023-07-05 13:49:29.852924
12,333,2,2023-07-05 13:49:29.852924
13,132,2,2023-07-05 13:49:29.852924
14,28,2,2023-07-05 13:49:29.852924
15,111,2,2023-07-05 13:49:29.852924
1,572,3,2023-07-05 13:49:29.857924
2,350,3,2023-07-05 13:49:29.857924
3,574,3,2023-07-05 13:49:29.857924
4,522,3,2023-07-05 13:49:29.857924
5,103,3,2023-07-05 13:49:29.857924
6,370,3,2023-07-05 13:49:29.857924
7,333,3,2023-07-05 13:49:29.857924
8,303,3,2023-07-05 13:49:29.857924
9,66,3,2023-07-05 13:49:29.857924
10,265,3,2023-07-05 13:49:29.857924
11,460,3,2023-07-05 13:49:29.857924
12,392,3,2023-07-05 13:49:29.857924
13,451,3,2023-07-05 13:49:29.857924
14,556,3,2023-07-05 13:49:29.857924
15,559,3,2023-07-05 13:49:29.857924
1,91,4,2023-07-05 13:49:29.861925
2,482,4,2023-07-05 13:49:29.861925
3,506,4,2023-07-05 13:49:29.861925
4,365,4,2023-07-05 13:49:29.861925
5,102,4,2023-07-05 13:49:29.861925
6,205,4,2023-07-05 13:49:29.861925
7,453,4,2023-07-05 13:49:29.861925
8,43,4,2023-07-05 13:49:29.861925
9,291,4,2023-07-05 13:49:29.861925
10,532,4,2023-07-05 13:49:29.861925
11,206,4,2023-07-05 13:49:29.861925
12,493,4,2023-07-05 13:49:29.861925
13,421,4,2023-07-05 13:49:29.861925
14,280,4,2023-07-05 13:49:29.861925
15,211,4,2023-07-05 13:49:29.861925
1,36,5,2023-07-05 13:49:29.861925
2,355,5,2023-07-05 13:49:29.861925
3,581,5,2023-07-05 13:49:29.861925
4,419,5,2023-07-05 13:49:29.861925
5,170,5,2023-07-05 13:49:29.861925
6,79,5,2023-07-05 13:49:29.861925
7,352,5,2023-07-05 13:49:29.861925
8,201,5,2023-07-05 13:49:29.861925
9,545,5,2023-07-05 13:49:29.861925
10,296,5,2023-07-05 13:49:29.861925
11,116,5,2023-07-05 13:49:29.861925
12,520,5,2023-07-05 13:49:29.861925
13,375,5,2023-07-05 13:49:29.861925
14,145,5,2023-07-05 13:49:29.861925
15,421,5,2023-07-05 13:49:29.861925
1,133,6,2023-07-05 13:49:29.862924
2,573,6,2023-07-05 13:49:29.862924
3,480,6,2023-07-05 13:49:29.862924
4,321,6,2023-07-05 13:49:29.862924
5,143,6,2023-07-05 13:49:29.862924
6,53,6,2023-07-05 13:49:29.862924
7,14,6,2023-07-05 13:49:29.862924
8,466,6,2023-07-05 13:49:29.862924
9,544,6,2023-07-05 13:49:29.862924
10,326,6,2023-07-05 13:49:29.862924
11,297,6,2023-07-05 13:49:29.862924
12,569,6,2023-07-05 13:49:29.862924
13,350,6,2023-07-05 13:49:29.862924
14,312,6,2023-07-05 13:49:29.862924
15,161,6,2023-07-05 13:49:29.862924
1,120,7,2023-07-05 13:49:29.864924
2,506,7,2023-07-05 13:49:29.864924
3,192,7,2023-07-05 13:49:29.864924
4,380,7,2023-07-05 13:49:29.864924
5,74,7,2023-07-05 13:49:29.864924
6,449,7,2023-07-05 13:49:29.864924
7,27,7,2023-07-05 13:49:29.864924
8,32,7,2023-07-05 13:49:29.864924
9,23,7,2023-07-05 13:49:29.864924
10,287,7,2023-07-05 13:49:29.864924
11,353,7,2023-07-05 13:49:29.864924
12,406,7,2023-07-05 13:49:29.864924
13,5,7,2023-07-05 13:49:29.864924
14,53,7,2023-07-05 13:49:29.864924
15,421,7,2023-07-05 13:49:29.864924
1,77,8,2023-07-05 13:49:29.867925
2,168,8,2023-07-05 13:49:29.867925
3,52,8,2023-07-05 13:49:29.867925
4,62,8,2023-07-05 13:49:29.867925
5,469,8,2023-07-05 13:49:29.867925
6,355,8,2023-07-05 13:49:29.867925
7,65,8,2023-07-05 13:49:29.867925
8,230,8,2023-07-05 13:49:29.867925
9,85,8,2023-07-05 13:49:29.867925
10,72,8,2023-07-05 13:49:29.867925
11,470,8,2023-07-05 13:49:29.867925
12,194,8,2023-07-05 13:49:29.867925
13,71,8,2023-07-05 13:49:29.867925
14,453,8,2023-07-05 13:49:29.867925
15,347,8,2023-07-05 13:49:29.867925
1,365,9,2023-07-05 13:49:29.872924
2,19,9,2023-07-05 13:49:29.872924
3,435,9,2023-07-05 13:49:29.872924
4,30,9,2023-07-05 13:49:29.872924
5,9,9,2023-07-05 13:49:29.872924
6,229,9,2023-07-05 13:49:29.872924
7,505,9,2023-07-05 13:49:29.872924
8,41,9,2023-07-05 13:49:29.872924
9,291,9,2023-07-05 13:49:29.872924
10,157,9,2023-07-05 13:49:29.872924
11,480,9,2023-07-05 13:49:29.872924
12,550,9,2023-07-05 13:49:29.872924
13,181,9,2023-07-05 13:49:29.872924
14,544,9,2023-07-05 13:49:29.872924
15,506,9,2023-07-05 13:49:29.872924
1,167,10,2023-07-05 13:49:29.878924
2,148,10,2023-07-05 13:49:29.878924
3,119,10,2023-07-05 13:49:29.878924
4,331,10,2023-07-05 13:49:29.878924
5,423,10,2023-07-05 13:49:29.878924
6,296,10,2023-07-05 13:49:29.878924
7,327,10,2023-07-05 13:49:29.878924
8,581,10,2023-07-05 13:49:29.878924
9,483,10,2023-07-05 13:49:29.878924
10,587,10,2023-07-05 13:49:29.878924
11,195,10,2023-07-05 13:49:29.878924
12,114,10,2023-07-05 13:49:29.878924
13,105,10,2023-07-05 13:49:29.878924
14,504,10,2023-07-05 13:49:29.878924
15,308,10,2023-07-05 13:49:29.878924
1,479,11,2023-07-05 13:49:29.883925
2,43,11,2023-07-05 13:49:29.883925
3,44,11,2023-07-05 13:49:29.883925
4,310,11,2023-07-05 13:49:29.883925
5,97,11,2023-07-05 13:49:29.883925
6,1,11,2023-07-05 13:49:29.883925
7,344,11,2023-07-05 13:49:29.883925
8,290,11,2023-07-05 13:49:29.883925
9,292,11,2023-07-05 13:49:29.883925
10,141,11,2023-07-05 13:49:29.883925
11,176,11,2023-07-05 13:49:29.883925
12,380,11,2023-07-05 13:49:29.883925
13,273,11,2023-07-05 13:49:29.883925
14,309,11,2023-07-05 13:49:29.883925
15,248,11,2023-07-05 13:49:29.883925
1,323,12,2023-07-05 13:49:29.884924
2,569,12,2023-07-05 13:49:29.884924
3,309,12,2023-07-05 13:49:29.884924
4,196,12,2023-07-05 13:49:29.884924
5,127,12,2023-07-05 13:49:29.884924
6,372,12,2023-07-05 13:49:29.884924
7,276,12,2023-07-05 13:49:29.884924
8,583,12,2023-07-05 13:49:29.884924
9,496,12,2023-07-05 13:49:29.884924
10,300,12,2023-07-05 13:49:29.884924
11,484,12,2023-07-05 13:49:29.884924
12,190,12,2023-07-05 13:49:29.884924
13,294,12,2023-07-05 13:49:29.884924
14,491,12,2023-07-05 13:49:29.884924
15,414,12,2023-07-05 13:49:29.884924
1,30,13,2023-07-05 13:49:29.888924
2,267,13,2023-07-05 13:49:29.888924
3,341,13,2023-07-05 13:49:29.888924
4,48,13,2023-07-05 13:49:29.888924
5,481,13,2023-07-05 13:49:29.888924
6,442,13,2023-07-05 13:49:29.888924
7,291,13,2023-07-05 13:49:29.888924
8,358,13,2023-07-05 13:49:29.888924
