id_dat,value,crep_id,create_date
1,522,1,2023-07-05 13:50:00.243968
2,425,1,2023-07-05 13:50:00.243968
3,86,1,2023-07-05 13:50:00.243968
4,250,1,2023-07-05 13:50:00.243968
5,133,1,2023-07-05 13:50:00.243968
6,35,1,2023-07-05 13:50:00.243968
7,411,1,2023-07-05 13:50:00.243968
8,315,1,2023-07-05 13:50:00.243968
9,201,1,2023-07-05 13:50:00.243968
10,385,1,2023-07-05 13:50:00.243968
11,410,1,2023-07-05 13:50:00.243968
12,401,1,2023-07-05 13:50:00.243968
13,274,1,2023-07-05 13:50:00.243968
14,60,1,2023-07-05 13:50:00.243968
15,117,1,2023-07-05 13:50:00.243968
1,275,2,2023-07-05 13:50:00.245965
2,3,2,2023-07-05 13:50:00.245965
3,283,2,2023-07-05 13:50:00.245965
4,280,2,2023-07-05 13:50:00.245965
5,123,2,2023-07-05 13:50:00.245965
6,335,2,2023-07-05 13:50:00.245965
7,179,2,2023-07-05 13:50:00.245965
8,384,2,2023-07-05 13:50:00.245965
9,227,2,2023-07-05 13:50:00.245965
10,104,2,2023-07-05 13:50:00.245965
11,500,2,2023-07-05 13:50:00.245965
12,288,2,2023-07-05 13:50:00.245965
13,378,2,2023-07-05 13:50:00.245965
14,162,2,2023-07-05 13:50:00.245965
15,358,2,2023-07-05 13:50:00.245965
1,81,3,2023-07-05 13:50:00.250965
2,486,3,2023-07-05 13:50:00.250965
3,429,3,2023-07-05 13:50:00.250965
4,46,3,2023-07-05 13:50:00.250965
5,147,3,2023-07-05 13:50:00.250965
6,37,3,2023-07-05 13:50:00.250965
7,17,3,2023-07-05 13:50:00.250965
8,57,3,2023-07-05 13:50:00.250965
9,563,3,2023-07-05 13:50:00.250965
10,51,3,2023-07-05 13:50:00.250965
11,136,3,2023-07-05 13:50:00.250965
12,214,3,2023-07-05 13:50:00.250965
13,341,3,2023-07-05 13:50:00.250965
14,191,3,2023-07-05 13:50:00.250965
15,313,3,2023-07-05 13:50:00.250965
1,385,4,2023-07-05 13:50:00.255965
2,263,4,2023-07-05 13:50:00.255965
3,546,4,2023-07-05 13:50:00.255965
4,537,4,2023-07-05 13:50:00.255965
5,238,4,2023-07-05 13:50:00.255965
6,596,4,2023-07-05 13:50:00.255965
7,465,4,2023-07-05 13:50:00.255965
8,350,4,2023-07-05 13:50:00.255965
9,271,4,2023-07-05 13:50:00.255965
10,413,4,2023-07-05 13:50:00.255965
11,489,4,2023-07-05 13:50:00.255965
12,354,4,2023-07-05 13:50:00.255965
13,383,4,2023-07-05 13:50:00.255965
14,326,4,2023-07-05 13:50:00.255965
15,180,4,2023-07-05 13:50:00.255965
1,34,5,2023-07-05 13:50:00.258965
2,571,5,2023-07-05 13:50:00.258965
3,582,5,2023-07-05 13:50:00.258965
4,583,5,2023-07-05 13:50:00.258965
5,242,5,2023-07-05 13:50:00.258965
6,354,5,2023-07-05 13:50:00.258965
7,296,5,2023-07-05 13:50:00.258965
8,163,5,2023-07-05 13:50:00.258965
9,71,5,2023-07-05 13:50:00.258965
10,561,5,2023-07-05 13:50:00.258965
11,178,5,2023-07-05 13:50:00.258965
12,402,5,2023-07-05 13:50:00.258965
13,271,5,2023-07-05 13:50:00.258965
14,46,5,2023-07-05 13:50:00.258965
15,167,5,2023-07-05 13:50:00.258965
1,553,6,2023-07-05 13:50:00.259965
2,388,6,2023-07-05 13:50:00.259965
3,372,6,2023-07-05 13:50:00.259965
4,371,6,2023-07-05 13:50:00.259965
5,522,6,2023-07-05 13:50:00.259965
6,284,6,2023-07-05 13:50:00.259965
7,324,6,2023-07-05 13:50:00.259965
8,274,6,2023-07-05 13:50:00.259965
9,236,6,2023-07-05 13:50:00.259965
10,182,6,2023-07-05 13:50:00.259965
11,467,6,2023-07-05 13:50:00.259965
12,286,6,2023-07-05 13:50:00.259965
13,454,6,2023-07-05 13:50:00.259965
14,237,6,2023-07-05 13:50:00.259965
15,59,6,2023-07-05 13:50:00.259965
1,41,7,2023-07-05 13:50:00.260966
