id_dat,value,crep_id,create_date
1,310,1,2023-07-05 13:49:40.001003
2,222,1,2023-07-05 13:49:40.001003
3,252,1,2023-07-05 13:49:40.001003
4,404,1,2023-07-05 13:49:40.001003
5,327,1,2023-07-05 13:49:40.001003
6,550,1,2023-07-05 13:49:40.001003
7,504,1,2023-07-05 13:49:40.001003
8,362,1,2023-07-05 13:49:40.001003
9,562,1,2023-07-05 13:49:40.001003
10,89,1,2023-07-05 13:49:40.001003
11,400,1,2023-07-05 13:49:40.001003
12,354,1,2023-07-05 13:49:40.001003
13,511,1,2023-07-05 13:49:40.001003
14,23,1,2023-07-05 13:49:40.001003
15,268,1,2023-07-05 13:49:40.001003
1,166,2,2023-07-05 13:49:40.002004
2,561,2,2023-07-05 13:49:40.002004
3,129,2,2023-07-05 13:49:40.002004
4,254,2,2023-07-05 13:49:40.002004
5,431,2,2023-07-05 13:49:40.002004
6,321,2,2023-07-05 13:49:40.002004
7,81,2,2023-07-05 13:49:40.002004
8,373,2,2023-07-05 13:49:40.002004
9,236,2,2023-07-05 13:49:40.002004
10,560,2,2023-07-05 13:49:40.002004
11,124,2,2023-07-05 13:49:40.002004
12,74,2,2023-07-05 13:49:40.002004
13,504,2,2023-07-05 13:49:40.002004
14,553,2,2023-07-05 13:49:40.002004
15,87,2,2023-07-05 13:49:40.002004
1,324,3,2023-07-05 13:49:40.003003
2,550,3,2023-07-05 13:49:40.003003
3,206,3,2023-07-05 13:49:40.003003
4,42,3,2023-07-05 13:49:40.003003
5,578,3,2023-07-05 13:49:40.003003
6,561,3,2023-07-05 13:49:40.003003
7,536,3,2023-07-05 13:49:40.003003
8,88,3,2023-07-05 13:49:40.003003
9,546,3,2023-07-05 13:49:40.003003
10,347,3,2023-07-05 13:49:40.003003
11,184,3,2023-07-05 13:49:40.003003
12,307,3,2023-07-05 13:49:40.003003
13,568,3,2023-07-05 13:49:40.003003
14,220,3,2023-07-05 13:49:40.003003
15,514,3,2023-07-05 13:49:40.003003
1,183,4,2023-07-05 13:49:40.004003
2,288,4,2023-07-05 13:49:40.004003
3,152,4,2023-07-05 13:49:40.004003
4,224,4,2023-07-05 13:49:40.004003
