id_dat,value,crep_id,create_date
1,534,1,2023-07-05 13:49:19.723735
2,19,1,2023-07-05 13:49:19.723735
3,309,1,2023-07-05 13:49:19.723735
4,594,1,2023-07-05 13:49:19.723735
5,581,1,2023-07-05 13:49:19.723735
6,35,1,2023-07-05 13:49:19.723735
7,592,1,2023-07-05 13:49:19.723735
8,520,1,2023-07-05 13:49:19.723735
9,487,1,2023-07-05 13:49:19.723735
10,151,1,2023-07-05 13:49:19.723735
11,179,1,2023-07-05 13:49:19.723735
12,249,1,2023-07-05 13:49:19.723735
13,278,1,2023-07-05 13:49:19.723735
14,596,1,2023-07-05 13:49:19.723735
15,466,1,2023-07-05 13:49:19.723735
1,405,2,2023-07-05 13:49:19.724735
2,481,2,2023-07-05 13:49:19.724735
3,586,2,2023-07-05 13:49:19.724735
4,293,2,2023-07-05 13:49:19.724735
5,534,2,2023-07-05 13:49:19.724735
6,104,2,2023-07-05 13:49:19.724735
7,329,2,2023-07-05 13:49:19.724735
8,38,2,2023-07-05 13:49:19.724735
9,58,2,2023-07-05 13:49:19.724735
10,580,2,2023-07-05 13:49:19.724735
11,351,2,2023-07-05 13:49:19.724735
12,475,2,2023-07-05 13:49:19.724735
13,422,2,2023-07-05 13:49:19.724735
14,168,2,2023-07-05 13:49:19.724735
15,341,2,2023-07-05 13:49:19.724735
1,316,3,2023-07-05 13:49:19.725736
2,1,3,2023-07-05 13:49:19.725736
3,110,3,2023-07-05 13:49:19.725736
4,195,3,2023-07-05 13:49:19.725736
5,443,3,2023-07-05 13:49:19.725736
6,453,3,2023-07-05 13:49:19.725736
7,90,3,2023-07-05 13:49:19.725736
8,38,3,2023-07-05 13:49:19.725736
9,167,3,2023-07-05 13:49:19.725736
10,185,3,2023-07-05 13:49:19.725736
11,112,3,2023-07-05 13:49:19.725736
12,237,3,2023-07-05 13:49:19.725736
13,425,3,2023-07-05 13:49:19.725736
14,236,3,2023-07-05 13:49:19.725736
15,598,3,2023-07-05 13:49:19.725736
1,371,4,2023-07-05 13:49:19.726736
2,292,4,2023-07-05 13:49:19.726736
3,63,4,2023-07-05 13:49:19.726736
4,329,4,2023-07-05 13:49:19.726736
5,258,4,2023-07-05 13:49:19.726736
6,248,4,2023-07-05 13:49:19.726736
7,371,4,2023-07-05 13:49:19.726736
8,600,4,2023-07-05 13:49:19.726736
9,228,4,2023-07-05 13:49:19.726736
10,186,4,2023-07-05 13:49:19.726736
11,45,4,2023-07-05 13:49:19.726736
12,102,4,2023-07-05 13:49:19.726736
13,123,4,2023-07-05 13:49:19.726736
14,107,4,2023-07-05 13:49:19.726736
15,577,4,2023-07-05 13:49:19.726736
1,435,5,2023-07-05 13:49:19.727736
2,56,5,2023-07-05 13:49:19.727736
3,67,5,2023-07-05 13:49:19.727736
4,167,5,2023-07-05 13:49:19.727736
5,172,5,2023-07-05 13:49:19.727736
6,193,5,2023-07-05 13:49:19.727736
7,55,5,2023-07-05 13:49:19.727736
8,223,5,2023-07-05 13:49:19.727736
9,438,5,2023-07-05 13:49:19.727736
10,180,5,2023-07-05 13:49:19.727736
11,571,5,2023-07-05 13:49:19.727736
12,522,5,2023-07-05 13:49:19.727736
13,338,5,2023-07-05 13:49:19.727736
14,470,5,2023-07-05 13:49:19.727736
15,6,5,2023-07-05 13:49:19.727736
1,83,6,2023-07-05 13:49:19.727736
2,42,6,2023-07-05 13:49:19.727736
3,373,6,2023-07-05 13:49:19.727736
4,95,6,2023-07-05 13:49:19.727736
5,457,6,2023-07-05 13:49:19.727736
6,522,6,2023-07-05 13:49:19.727736
7,383,6,2023-07-05 13:49:19.727736
8,343,6,2023-07-05 13:49:19.727736
9,297,6,2023-07-05 13:49:19.727736
10,523,6,2023-07-05 13:49:19.727736
11,110,6,2023-07-05 13:49:19.727736
12,450,6,2023-07-05 13:49:19.727736
13,359,6,2023-07-05 13:49:19.727736
14,161,6,2023-07-05 13:49:19.727736
15,260,6,2023-07-05 13:49:19.727736
1,523,7,2023-07-05 13:49:19.729736
2,388,7,2023-07-05 13:49:19.729736
3,263,7,2023-07-05 13:49:19.729736
4,17,7,2023-07-05 13:49:19.729736
5,32,7,2023-07-05 13:49:19.729736
6,235,7,2023-07-05 13:49:19.729736
7,113,7,2023-07-05 13:49:19.729736
8,3,7,2023-07-05 13:49:19.729736
9,23,7,2023-07-05 13:49:19.729736
10,336,7,2023-07-05 13:49:19.729736
11,440,7,2023-07-05 13:49:19.729736
12,340,7,2023-07-05 13:49:19.729736
13,240,7,2023-07-05 13:49:19.729736
14,327,7,2023-07-05 13:49:19.729736
15,413,7,2023-07-05 13:49:19.729736
1,326,8,2023-07-05 13:49:19.729736
2,93,8,2023-07-05 13:49:19.729736
3,371,8,2023-07-05 13:49:19.729736
4,30,8,2023-07-05 13:49:19.729736
5,202,8,2023-07-05 13:49:19.729736
6,173,8,2023-07-05 13:49:19.729736
7,14,8,2023-07-05 13:49:19.729736
8,74,8,2023-07-05 13:49:19.729736
9,566,8,2023-07-05 13:49:19.729736
10,227,8,2023-07-05 13:49:19.729736
11,535,8,2023-07-05 13:49:19.729736
12,393,8,2023-07-05 13:49:19.729736
13,546,8,2023-07-05 13:49:19.729736
14,456,8,2023-07-05 13:49:19.729736
15,564,8,2023-07-05 13:49:19.729736
1,328,9,2023-07-05 13:49:19.730736
2,41,9,2023-07-05 13:49:19.730736
3,65,9,2023-07-05 13:49:19.730736
4,344,9,2023-07-05 13:49:19.730736
5,183,9,2023-07-05 13:49:19.730736
6,456,9,2023-07-05 13:49:19.730736
7,131,9,2023-07-05 13:49:19.730736
8,546,9,2023-07-05 13:49:19.730736
9,422,9,2023-07-05 13:49:19.730736
10,15,9,2023-07-05 13:49:19.730736
11,306,9,2023-07-05 13:49:19.730736
12,291,9,2023-07-05 13:49:19.730736
13,482,9,2023-07-05 13:49:19.730736
14,477,9,2023-07-05 13:49:19.730736
15,14,9,2023-07-05 13:49:19.730736
1,542,10,2023-07-05 13:49:19.730736
2,193,10,2023-07-05 13:49:19.730736
3,360,10,2023-07-05 13:49:19.730736
4,106,10,2023-07-05 13:49:19.730736
5,574,10,2023-07-05 13:49:19.730736
6,439,10,2023-07-05 13:49:19.730736
7,315,10,2023-07-05 13:49:19.730736
8,264,10,2023-07-05 13:49:19.730736
9,577,10,2023-07-05 13:49:19.730736
10,437,10,2023-07-05 13:49:19.730736
11,136,10,2023-07-05 13:49:19.730736
12,503,10,2023-07-05 13:49:19.730736
13,156,10,2023-07-05 13:49:19.730736
14,19,10,2023-07-05 13:49:19.730736
15,143,10,2023-07-05 13:49:19.730736
1,22,11,2023-07-05 13:49:19.731735
2,496,11,2023-07-05 13:49:19.731735
3,474,11,2023-07-05 13:49:19.731735
4,233,11,2023-07-05 13:49:19.731735
5,512,11,2023-07-05 13:49:19.731735
6,549,11,2023-07-05 13:49:19.731735
7,266,11,2023-07-05 13:49:19.731735
8,328,11,2023-07-05 13:49:19.731735
9,19,11,2023-07-05 13:49:19.731735
10,224,11,2023-07-05 13:49:19.731735
11,326,11,2023-07-05 13:49:19.731735
12,126,11,2023-07-05 13:49:19.731735
13,216,11,2023-07-05 13:49:19.731735
14,576,11,2023-07-05 13:49:19.731735
15,27,11,2023-07-05 13:49:19.731735
1,339,12,2023-07-05 13:49:19.735735
2,324,12,2023-07-05 13:49:19.735735
3,158,12,2023-07-05 13:49:19.735735
4,144,12,2023-07-05 13:49:19.735735
5,393,12,2023-07-05 13:49:19.735735
6,375,12,2023-07-05 13:49:19.735735
7,511,12,2023-07-05 13:49:19.735735
8,464,12,2023-07-05 13:49:19.735735
9,372,12,2023-07-05 13:49:19.735735
10,28,12,2023-07-05 13:49:19.735735
11,165,12,2023-07-05 13:49:19.735735
12,117,12,2023-07-05 13:49:19.735735
13,565,12,2023-07-05 13:49:19.735735
14,370,12,2023-07-05 13:49:19.735735
15,77,12,2023-07-05 13:49:19.735735
1,61,13,2023-07-05 13:49:19.735735
2,384,13,2023-07-05 13:49:19.735735
3,203,13,2023-07-05 13:49:19.735735
4,402,13,2023-07-05 13:49:19.735735
5,451,13,2023-07-05 13:49:19.735735
6,185,13,2023-07-05 13:49:19.735735
7,353,13,2023-07-05 13:49:19.735735
8,579,13,2023-07-05 13:49:19.735735
9,139,13,2023-07-05 13:49:19.735735
10,450,13,2023-07-05 13:49:19.735735
11,482,13,2023-07-05 13:49:19.735735
12,575,13,2023-07-05 13:49:19.735735
13,127,13,2023-07-05 13:49:19.735735
14,309,13,2023-07-05 13:49:19.735735
15,562,13,2023-07-05 13:49:19.735735
1,242,14,2023-07-05 13:49:19.738735
2,294,14,2023-07-05 13:49:19.738735
3,394,14,2023-07-05 13:49:19.738735
4,164,14,2023-07-05 13:49:19.738735
5,493,14,2023-07-05 13:49:19.738735
6,511,14,2023-07-05 13:49:19.738735
7,360,14,2023-07-05 13:49:19.738735
8,271,14,2023-07-05 13:49:19.738735
9,32,14,2023-07-05 13:49:19.738735
10,198,14,2023-07-05 13:49:19.738735
11,169,14,2023-07-05 13:49:19.738735
12,454,14,2023-07-05 13:49:19.738735
13,341,14,2023-07-05 13:49:19.738735
14,176,14,2023-07-05 13:49:19.738735
15,596,14,2023-07-05 13:49:19.738735
1,82,15,2023-07-05 13:49:19.738735
2,378,15,2023-07-05 13:49:19.738735
3,472,15,2023-07-05 13:49:19.738735
4,1,15,2023-07-05 13:49:19.738735
5,226,15,2023-07-05 13:49:19.738735
6,179,15,2023-07-05 13:49:19.738735
7,523,15,2023-07-05 13:49:19.738735
8,2,15,2023-07-05 13:49:19.738735
9,210,15,2023-07-05 13:49:19.738735
10,211,15,2023-07-05 13:49:19.738735
11,581,15,2023-07-05 13:49:19.738735
12,12,15,2023-07-05 13:49:19.738735
13,196,15,2023-07-05 13:49:19.738735
14,303,15,2023-07-05 13:49:19.738735
15,416,15,2023-07-05 13:49:19.738735
1,440,16,2023-07-05 13:49:19.740735
2,575,16,2023-07-05 13:49:19.740735
3,195,16,2023-07-05 13:49:19.740735
4,122,16,2023-07-05 13:49:19.740735
5,323,16,2023-07-05 13:49:19.740735
6,545,16,2023-07-05 13:49:19.740735
7,362,16,2023-07-05 13:49:19.740735
8,55,16,2023-07-05 13:49:19.740735
9,145,16,2023-07-05 13:49:19.740735
10,27,16,2023-07-05 13:49:19.740735
11,280,16,2023-07-05 13:49:19.740735
12,259,16,2023-07-05 13:49:19.740735
13,69,16,2023-07-05 13:49:19.740735
14,98,16,2023-07-05 13:49:19.740735
15,437,16,2023-07-05 13:49:19.740735
1,110,17,2023-07-05 13:49:19.741736
2,48,17,2023-07-05 13:49:19.741736
3,599,17,2023-07-05 13:49:19.741736
4,265,17,2023-07-05 13:49:19.741736
