id_dat,value,crep_id,create_date
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:57
2,414,6,2023-11-02 20:35:57
3,259,6,2023-11-02 20:35:57
4,333,6,2023-11-02 20:35:57
5,310,6,2023-11-02 20:35:57
6,435,6,2023-11-02 20:35:57
7,322,6,2023-11-02 20:35:57
8,267,6,2023-11-02 20:35:57
9,450,6,2023-11-02 20:35:57
10,336,6,2023-11-02 20:35:57
11,395,6,2023-11-02 20:35:57
12,278,6,2023-11-02 20:35:57
13,335,6,2023-11-02 20:35:57
14,435,6,2023-11-02 20:35:57
15,257,6,2023-11-02 20:35:57
1,290,6,2023-11-02 20:35:58
2,414,6,2023-11-02 20:35:58
3,259,6,2023-11-02 20:35:58
4,333,6,2023-11-02 20:35:58
5,310,6,2023-11-02 20:35:58
6,435,6,2023-11-02 20:35:58
7,322,6,2023-11-02 20:35:58
