id_dat,value,crep_id,create_date
1,325,1,2023-11-02 20:35:57
2,258,1,2023-11-02 20:35:57
3,300,1,2023-11-02 20:35:57
4,378,1,2023-11-02 20:35:57
5,321,1,2023-11-02 20:35:57
6,436,1,2023-11-02 20:35:57
7,253,1,2023-11-02 20:35:57
8,381,1,2023-11-02 20:35:57
9,355,1,2023-11-02 20:35:57
10,295,1,2023-11-02 20:35:57
11,360,1,2023-11-02 20:35:57
12,373,1,2023-11-02 20:35:57
13,362,1,2023-11-02 20:35:57
14,332,1,2023-11-02 20:35:57
15,330,1,2023-11-02 20:35:57
1,325,1,2023-11-02 20:35:57
2,258,1,2023-11-02 20:35:57
3,300,1,2023-11-02 20:35:57
4,378,1,2023-11-02 20:35:57
5,321,1,2023-11-02 20:35:57
6,436,1,2023-11-02 20:35:57
7,253,1,2023-11-02 20:35:57
8,381,1,2023-11-02 20:35:57
9,355,1,2023-11-02 20:35:57
10,295,1,2023-11-02 20:35:57
11,360,1,2023-11-02 20:35:57
12,373,1,2023-11-02 20:35:57
13,362,1,2023-11-02 20:35:57
14,332,1,2023-11-02 20:35:57
15,330,1,2023-11-02 20:35:57
1,325,1,2023-11-02 20:35:57
2,258,1,2023-11-02 20:35:57
3,300,1,2023-11-02 20:35:57
4,378,1,2023-11-02 20:35:57
5,321,1,2023-11-02 20:35:57
6,436,1,2023-11-02 20:35:57
7,253,1,2023-11-02 20:35:57
8,381,1,2023-11-02 20:35:57
9,355,1,2023-11-02 20:35:57
10,295,1,2023-11-02 20:35:57
11,360,1,2023-11-02 20:35:57
12,373,1,2023-11-02 20:35:57
13,362,1,2023-11-02 20:35:57
14,332,1,2023-11-02 20:35:57
15,330,1,2023-11-02 20:35:57
1,325,1,2023-11-02 20:35:57
2,258,1,2023-11-02 20:35:57
3,300,1,2023-11-02 20:35:57
4,378,1,2023-11-02 20:35:57
5,321,1,2023-11-02 20:35:57
6,436,1,2023-11-02 20:35:57
7,253,1,2023-11-02 20:35:57
8,381,1,2023-11-02 20:35:57
9,355,1,2023-11-02 20:35:57
10,295,1,2023-11-02 20:35:57
11,360,1,2023-11-02 20:35:57
12,373,1,2023-11-02 20:35:57
13,362,1,2023-11-02 20:35:57
14,332,1,2023-11-02 20:35:57
15,330,1,2023-11-02 20:35:57
1,325,1,2023-11-02 20:35:57
2,258,1,2023-11-02 20:35:57
3,300,1,2023-11-02 20:35:57
4,378,1,2023-11-02 20:35:57
5,321,1,2023-11-02 20:35:57
6,436,1,2023-11-02 20:35:57
7,253,1,2023-11-02 20:35:57
8,381,1,2023-11-02 20:35:57
9,355,1,2023-11-02 20:35:57
10,295,1,2023-11-02 20:35:57
11,360,1,2023-11-02 20:35:57
12,373,1,2023-11-02 20:35:57
13,362,1,2023-11-02 20:35:57
