id_dat,value,crep_id,create_date
1,169,38,2023-08-24 15:02:34
2,255,38,2023-08-24 15:02:34
3,790,38,2023-08-24 15:02:34
4,174,38,2023-08-24 15:02:34
5,583,38,2023-08-24 15:02:34
6,771,38,2023-08-24 15:02:34
7,870,38,2023-08-24 15:02:34
8,670,38,2023-08-24 15:02:34
9,810,38,2023-08-24 15:02:34
10,221,38,2023-08-24 15:02:34
11,514,38,2023-08-24 15:02:34
12,959,38,2023-08-24 15:02:34
13,436,38,2023-08-24 15:02:34
14,548,38,2023-08-24 15:02:34
15,132,38,2023-08-24 15:02:34
1,659,38,2023-08-24 15:02:35
2,216,38,2023-08-24 15:02:35
3,6,38,2023-08-24 15:02:35
4,945,38,2023-08-24 15:02:35
5,428,38,2023-08-24 15:02:35
6,265,38,2023-08-24 15:02:35
7,150,38,2023-08-24 15:02:35
8,515,38,2023-08-24 15:02:35
9,424,38,2023-08-24 15:02:35
10,548,38,2023-08-24 15:02:35
11,546,38,2023-08-24 15:02:35
12,733,38,2023-08-24 15:02:35
13,975,38,2023-08-24 15:02:35
14,982,38,2023-08-24 15:02:35
15,452,38,2023-08-24 15:02:35
1,393,38,2023-08-24 15:02:36
2,48,38,2023-08-24 15:02:36
3,774,38,2023-08-24 15:02:36
4,380,38,2023-08-24 15:02:36
5,995,38,2023-08-24 15:02:36
6,927,38,2023-08-24 15:02:36
7,173,38,2023-08-24 15:02:36
8,772,38,2023-08-24 15:02:36
9,115,38,2023-08-24 15:02:36
10,939,38,2023-08-24 15:02:36
11,317,38,2023-08-24 15:02:36
12,393,38,2023-08-24 15:02:36
13,476,38,2023-08-24 15:02:36
14,750,38,2023-08-24 15:02:36
15,651,38,2023-08-24 15:02:36
1,707,38,2023-08-24 15:02:36
2,354,38,2023-08-24 15:02:36
3,216,38,2023-08-24 15:02:36
4,652,38,2023-08-24 15:02:36
5,562,38,2023-08-24 15:02:36
6,352,38,2023-08-24 15:02:36
7,197,38,2023-08-24 15:02:36
8,721,38,2023-08-24 15:02:36
9,325,38,2023-08-24 15:02:36
10,872,38,2023-08-24 15:02:36
11,108,38,2023-08-24 15:02:36
12,532,38,2023-08-24 15:02:36
13,759,38,2023-08-24 15:02:36
14,748,38,2023-08-24 15:02:36
15,279,38,2023-08-24 15:02:36
1,707,38,2023-08-24 15:02:36
2,354,38,2023-08-24 15:02:36
3,216,38,2023-08-24 15:02:36
4,652,38,2023-08-24 15:02:36
5,562,38,2023-08-24 15:02:36
6,352,38,2023-08-24 15:02:36
7,197,38,2023-08-24 15:02:36
8,721,38,2023-08-24 15:02:36
9,325,38,2023-08-24 15:02:36
10,872,38,2023-08-24 15:02:36
11,108,38,2023-08-24 15:02:36
12,532,38,2023-08-24 15:02:36
13,759,38,2023-08-24 15:02:36
14,748,38,2023-08-24 15:02:36
15,279,38,2023-08-24 15:02:36
1,803,38,2023-08-24 15:02:37
2,199,38,2023-08-24 15:02:37
3,891,38,2023-08-24 15:02:37
4,574,38,2023-08-24 15:02:37
5,685,38,2023-08-24 15:02:37
6,990,38,2023-08-24 15:02:37
7,670,38,2023-08-24 15:02:37
8,169,38,2023-08-24 15:02:37
9,824,38,2023-08-24 15:02:37
10,77,38,2023-08-24 15:02:37
11,32,38,2023-08-24 15:02:37
12,746,38,2023-08-24 15:02:37
13,150,38,2023-08-24 15:02:37
14,627,38,2023-08-24 15:02:37
15,929,38,2023-08-24 15:02:37
1,768,38,2023-08-24 15:02:37
2,248,38,2023-08-24 15:02:37
3,186,38,2023-08-24 15:02:37
4,559,38,2023-08-24 15:02:37
5,158,38,2023-08-24 15:02:37
6,416,38,2023-08-24 15:02:37
7,17,38,2023-08-24 15:02:37
8,332,38,2023-08-24 15:02:37
9,677,38,2023-08-24 15:02:37
10,963,38,2023-08-24 15:02:37
11,534,38,2023-08-24 15:02:37
12,370,38,2023-08-24 15:02:37
13,560,38,2023-08-24 15:02:37
14,952,38,2023-08-24 15:02:37
15,915,38,2023-08-24 15:02:37
1,848,38,2023-08-24 15:02:37
2,566,38,2023-08-24 15:02:37
3,897,38,2023-08-24 15:02:37
4,890,38,2023-08-24 15:02:37
5,491,38,2023-08-24 15:02:37
6,688,38,2023-08-24 15:02:37
7,759,38,2023-08-24 15:02:37
8,910,38,2023-08-24 15:02:37
9,269,38,2023-08-24 15:02:37
10,841,38,2023-08-24 15:02:37
11,512,38,2023-08-24 15:02:37
12,793,38,2023-08-24 15:02:37
13,542,38,2023-08-24 15:02:37
14,437,38,2023-08-24 15:02:37
15,263,38,2023-08-24 15:02:37
1,175,38,2023-08-24 15:02:37
2,600,38,2023-08-24 15:02:37
3,595,38,2023-08-24 15:02:37
4,986,38,2023-08-24 15:02:37
5,304,38,2023-08-24 15:02:37
6,182,38,2023-08-24 15:02:37
7,291,38,2023-08-24 15:02:37
8,653,38,2023-08-24 15:02:37
9,609,38,2023-08-24 15:02:37
10,439,38,2023-08-24 15:02:37
11,441,38,2023-08-24 15:02:37
12,477,38,2023-08-24 15:02:37
13,911,38,2023-08-24 15:02:37
14,685,38,2023-08-24 15:02:37
15,963,38,2023-08-24 15:02:37
1,40,38,2023-08-24 15:02:38
2,727,38,2023-08-24 15:02:38
3,243,38,2023-08-24 15:02:38
4,211,38,2023-08-24 15:02:38
5,556,38,2023-08-24 15:02:38
6,883,38,2023-08-24 15:02:38
7,885,38,2023-08-24 15:02:38
8,242,38,2023-08-24 15:02:38
9,693,38,2023-08-24 15:02:38
10,86,38,2023-08-24 15:02:38
11,597,38,2023-08-24 15:02:38
12,339,38,2023-08-24 15:02:38
13,128,38,2023-08-24 15:02:38
14,240,38,2023-08-24 15:02:38
15,109,38,2023-08-24 15:02:38
1,45,38,2023-08-24 15:02:38
2,203,38,2023-08-24 15:02:38
3,7,38,2023-08-24 15:02:38
4,518,38,2023-08-24 15:02:38
5,238,38,2023-08-24 15:02:38
6,315,38,2023-08-24 15:02:38
7,847,38,2023-08-24 15:02:38
8,324,38,2023-08-24 15:02:38
9,278,38,2023-08-24 15:02:38
10,849,38,2023-08-24 15:02:38
11,756,38,2023-08-24 15:02:38
12,734,38,2023-08-24 15:02:38
13,223,38,2023-08-24 15:02:38
14,777,38,2023-08-24 15:02:38
15,764,38,2023-08-24 15:02:38
1,45,38,2023-08-24 15:02:38
2,203,38,2023-08-24 15:02:38
3,7,38,2023-08-24 15:02:38
4,518,38,2023-08-24 15:02:38
5,238,38,2023-08-24 15:02:38
6,315,38,2023-08-24 15:02:38
7,847,38,2023-08-24 15:02:38
8,324,38,2023-08-24 15:02:38
9,278,38,2023-08-24 15:02:38
10,849,38,2023-08-24 15:02:38
11,756,38,2023-08-24 15:02:38
12,734,38,2023-08-24 15:02:38
13,223,38,2023-08-24 15:02:38
14,777,38,2023-08-24 15:02:38
15,764,38,2023-08-24 15:02:38
1,89,38,2023-08-24 15:02:38
2,503,38,2023-08-24 15:02:38
3,190,38,2023-08-24 15:02:38
4,998,38,2023-08-24 15:02:38
5,339,38,2023-08-24 15:02:38
6,711,38,2023-08-24 15:02:38
7,291,38,2023-08-24 15:02:38
8,317,38,2023-08-24 15:02:38
9,962,38,2023-08-24 15:02:38
10,594,38,2023-08-24 15:02:38
11,874,38,2023-08-24 15:02:38
12,117,38,2023-08-24 15:02:38
13,121,38,2023-08-24 15:02:38
14,402,38,2023-08-24 15:02:38
15,515,38,2023-08-24 15:02:38
1,455,38,2023-08-24 15:02:39
2,543,38,2023-08-24 15:02:39
3,707,38,2023-08-24 15:02:39
4,789,38,2023-08-24 15:02:39
5,104,38,2023-08-24 15:02:39
6,35,38,2023-08-24 15:02:39
7,366,38,2023-08-24 15:02:39
8,777,38,2023-08-24 15:02:39
9,660,38,2023-08-24 15:02:39
10,353,38,2023-08-24 15:02:39
11,584,38,2023-08-24 15:02:39
12,376,38,2023-08-24 15:02:39
13,428,38,2023-08-24 15:02:39
14,845,38,2023-08-24 15:02:39
15,697,38,2023-08-24 15:02:39
1,455,38,2023-08-24 15:02:39
2,543,38,2023-08-24 15:02:39
3,707,38,2023-08-24 15:02:39
4,789,38,2023-08-24 15:02:39
5,104,38,2023-08-24 15:02:39
6,35,38,2023-08-24 15:02:39
7,366,38,2023-08-24 15:02:39
8,777,38,2023-08-24 15:02:39
9,660,38,2023-08-24 15:02:39
10,353,38,2023-08-24 15:02:39
11,584,38,2023-08-24 15:02:39
12,376,38,2023-08-24 15:02:39
13,428,38,2023-08-24 15:02:39
14,845,38,2023-08-24 15:02:39
15,697,38,2023-08-24 15:02:39
1,652,38,2023-08-24 15:02:39
2,795,38,2023-08-24 15:02:39
3,548,38,2023-08-24 15:02:39
4,956,38,2023-08-24 15:02:39
5,304,38,2023-08-24 15:02:39
6,580,38,2023-08-24 15:02:39
7,450,38,2023-08-24 15:02:39
8,318,38,2023-08-24 15:02:39
9,137,38,2023-08-24 15:02:39
10,122,38,2023-08-24 15:02:39
11,443,38,2023-08-24 15:02:39
12,495,38,2023-08-24 15:02:39
13,983,38,2023-08-24 15:02:39
14,857,38,2023-08-24 15:02:39
15,74,38,2023-08-24 15:02:39
1,652,38,2023-08-24 15:02:40
2,795,38,2023-08-24 15:02:40
3,548,38,2023-08-24 15:02:40
4,956,38,2023-08-24 15:02:40
5,304,38,2023-08-24 15:02:40
6,580,38,2023-08-24 15:02:40
7,450,38,2023-08-24 15:02:40
8,318,38,2023-08-24 15:02:40
9,137,38,2023-08-24 15:02:40
10,122,38,2023-08-24 15:02:40
11,443,38,2023-08-24 15:02:40
12,495,38,2023-08-24 15:02:40
13,983,38,2023-08-24 15:02:40
14,857,38,2023-08-24 15:02:40
15,74,38,2023-08-24 15:02:40
1,982,38,2023-08-24 15:02:40
2,550,38,2023-08-24 15:02:40
3,76,38,2023-08-24 15:02:40
4,262,38,2023-08-24 15:02:40
5,386,38,2023-08-24 15:02:40
6,776,38,2023-08-24 15:02:40
7,799,38,2023-08-24 15:02:40
8,648,38,2023-08-24 15:02:40
9,336,38,2023-08-24 15:02:40
10,582,38,2023-08-24 15:02:40
11,106,38,2023-08-24 15:02:40
12,676,38,2023-08-24 15:02:40
13,60,38,2023-08-24 15:02:40
14,404,38,2023-08-24 15:02:40
15,979,38,2023-08-24 15:02:40
1,428,38,2023-08-24 15:02:40
2,438,38,2023-08-24 15:02:40
3,588,38,2023-08-24 15:02:40
